color,num_critic_for_reviews,duration,director_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
Color,166,101,57,10268846,31918,1947,1,142,English,USA,R,35000000,2009,5.5,2.35,0
Color,163,95,434,8460995,35888,2618,3,125,English,USA,R,10000000,2010,5.5,2.35,0
Color,161,110,72,67061228,96565,21554,1,135,English,USA,PG-13,40000000,2010,5.5,2.35,0
Color,292,101,243,77501,27260,1252,0,247,English,USA,R,750000,2011,5.5,2.35,0
Color,23,111,60,3333823,5612,5262,0,122,English,USA,PG-13,10000000,2012,5.5,2.35,0
Color,98,96,165,183125,36914,14978,1,86,English,USA,R,35000000,2012,5.5,2.35,0
Color,140,99,13,72219395,105585,50284,1,419,English,USA,R,17000000,1997,5.6,2.35,0
Color,155,107,18,60786269,90539,3106,5,379,English,USA,PG-13,45000000,2000,5.6,2.35,0
Color,181,114,0,60874615,60467,4902,0,949,English,USA,PG,90000000,2000,5.6,2.35,0
Color,47,84,2,5002310,25541,18864,0,181,English,USA,PG-13,13000000,2001,5.6,2.35,0
Color,98,115,150,39177215,30667,3770,1,234,English,USA,PG-13,38000000,2002,5.6,2.35,0
Color,167,104,108,35143332,45102,1340,0,316,English,USA,R,17000000,2003,5.6,2.35,0
Color,123,116,503,19480739,53057,43887,0,457,English,USA,PG-13,80000000,2003,5.6,2.35,0
Color,247,109,545,80281096,143628,3222,0,1283,English,USA,PG-13,60000000,2004,5.6,2.35,0
Color,196,103,179,25472967,44966,1467,2,411,English,USA,PG-13,30000000,2005,5.6,2.35,0
Color,231,98,249,60655503,82380,92456,0,629,English,USA,PG-13,160000000,2006,5.6,2.35,0
Color,262,92,167,131920333,213275,15302,3,436,English,USA,PG,130000000,2007,5.6,2.35,0
Color,176,112,72,70224196,59352,13827,0,138,English,USA,PG-13,70000000,2008,5.6,2.35,0
Color,287,115,219,15045676,76303,2466,1,376,English,USA,PG-13,16000000,2009,5.6,2.35,0
Color,113,108,212,12232937,22823,2799,1,113,English,USA,PG-13,22000000,2009,5.6,2.35,0
Color,203,107,0,44867349,75347,14483,2,176,English,USA,R,37000000,2010,5.6,2.35,0
Color,66,82,32,40557,1389,2046,0,22,English,USA,R,60000,2011,5.6,2.35,0
Color,184,88,65,19316646,52069,5706,3,95,English,USA,R,30000000,2013,5.6,2.35,0
Color,133,89,16,21784432,37493,74181,8,108,English,USA,R,35000000,2013,5.6,2.35,0
Color,58,84,12,52543632,12676,2297,2,84,English,USA,PG-13,13200000,2014,5.6,2.35,0
Color,75,131,82,102922376,51314,1520,0,265,English,USA,PG,20000000,1978,5.7,2.35,0
Color,235,91,49,36200000,31952,174,0,372,English,USA,R,4000000,1982,5.7,2.35,0
Color,104,101,0,25407250,54021,15935,0,227,English,USA,R,50000000,1996,5.7,2.35,0
Color,97,98,425,74329966,60910,12729,2,164,English,USA,PG-13,70000000,1998,5.7,2.35,0
Color,230,119,13000,180011740,177725,2776,0,1368,English,USA,PG-13,100000000,2001,5.7,2.35,0
Color,230,119,13000,180011740,177729,2776,0,1368,English,USA,PG-13,100000000,2001,5.7,2.35,0
Color,199,100,165,131144183,157016,12150,1,824,English,USA,PG-13,115000000,2001,5.7,2.35,0
Color,190,99,81,25117498,37412,960,0,178,English,USA,R,40000000,2007,5.7,2.35,0
Color,107,88,190,15988876,26236,137712,6,110,English,USA,PG-13,27000000,2009,5.7,2.35,0
Color,166,98,99,67128202,43328,14007,3,110,English,USA,PG,65000000,2009,5.7,2.35,0
Color,16,80,8,2833383,910,2459,1,11,English,USA,R,427000,2012,5.7,2.35,0
Color,82,116,70,24397469,5161,5804,7,48,English,USA,PG-13,17000000,2012,5.7,2.35,0
Color,98,118,650,30920167,6476,3389,4,71,English,USA,PG-13,25000000,2012,5.7,2.35,0
Color,135,105,125,13101142,23916,23122,5,50,English,USA,PG-13,35000000,2012,5.7,2.35,0
Color,97,107,24,26284475,9051,10691,13,68,English,USA,PG-13,17000000,2015,5.7,2.35,0
Color,11,114,19,69700000,7748,3688,2,48,English,USA,R,35000000,1982,5.8,2.35,0
Color,97,108,79,60054449,61018,1715,0,140,English,USA,R,35000000,1995,5.8,2.35,0
Color,50,116,12000,18573791,38533,24618,3,89,English,USA,R,55000000,1996,5.8,2.35,0
Color,93,108,79,67155742,62271,1569,1,277,English,USA,PG-13,116000000,1997,5.8,2.35,0
Color,199,105,212,73648142,99043,3697,1,643,English,USA,R,60000000,1999,5.8,2.35,0
Color,63,87,13,11560259,15617,22485,1,180,English,USA,PG-13,22000000,2001,5.8,2.35,0
Color,66,105,29,35990505,48095,16400,1,194,English,USA,PG,20000000,2003,5.8,2.35,0
Color,123,118,101,33828318,44453,14036,2,154,English,USA,PG-13,55000000,2003,5.8,2.35,0
 Black and White,202,110,45,66462600,141533,4714,3,786,English,USA,PG-13,78000000,2003,5.8,2.35,0
Color,188,120,153,24004159,68720,3175,0,191,English,USA,PG,110000000,2004,5.8,2.35,0
Color,188,120,153,24004159,68722,3175,0,191,English,USA,PG,110000000,2004,5.8,2.35,0
Color,120,110,134,18472363,63599,25049,3,208,English,USA,PG-13,50000000,2005,5.8,2.35,0
Color,164,99,3,33472850,67005,10026,3,119,English,USA,R,55000000,2008,5.8,2.35,0
Color,190,86,62,23993605,52467,727,1,248,English,USA,R,18000000,2009,5.8,2.35,0
 Black and White,205,118,252,19673424,37446,619,4,232,English,USA,PG-13,80000000,2009,5.8,2.35,0
Color,250,118,208,150167630,174578,26683,4,534,English,USA,PG-13,175000000,2009,5.8,2.35,0
Color,91,105,99,25677801,41273,4813,6,136,English,USA,PG,20000000,2010,5.8,2.35,0
Color,147,95,98,37101011,30394,1070,1,103,English,USA,PG-13,40000000,2012,5.8,2.35,0
Color,224,115,180,10640645,28429,1686,0,110,English,USA,R,40000000,2015,5.8,2.35,0
Color,123,98,149,1512815,8885,21414,0,56,English,USA,R,25000000,2016,5.8,2.35,0
Color,43,136,16000,46700000,19832,16805,1,98,English,USA,PG,21000000,1982,5.9,2.35,0
Color,60,107,12000,82670733,60476,14006,0,97,English,USA,PG-13,60000000,1990,5.9,2.35,0
Color,93,124,75,41256277,46451,1289,2,156,English,USA,R,50000000,1997,5.9,2.35,0
Color,170,123,55,34543701,100001,5839,1,289,English,USA,PG-13,82000000,2000,5.9,2.35,0
Color,113,125,11,15738632,38076,14536,2,399,English,USA,R,42000000,2001,5.9,2.35,0
Color,98,85,70,43905746,77684,32831,1,294,English,USA,PG-13,49000000,2001,5.9,2.35,0
Color,150,107,309,127083765,191912,25296,5,370,English,USA,PG-13,76000000,2003,5.9,2.35,0
Color,94,95,65,58156435,37479,1266,3,152,English,USA,PG-13,19000000,2004,5.9,2.35,0
Color,185,122,687,52397389,132954,19764,0,514,English,USA,R,65000000,2004,5.9,2.35,0
Color,303,93,0,47277326,138814,2990,0,1516,English,USA,R,4800000,2005,5.9,2.35,0
Color,120,98,30,43894863,25883,4879,2,262,English,USA,PG-13,30000000,2005,5.9,2.35,0
Color,180,101,21,51097664,70205,23328,0,450,English,USA,R,30000000,2005,5.9,2.35,0
Color,184,96,9,47852604,62364,1825,0,337,English,USA,PG-13,20000000,2007,5.9,2.35,0
Color,158,108,50,16930884,65628,16722,1,262,English,USA,R,30000000,2007,5.9,2.35,0
Color,233,93,27,17427926,60062,1749,0,351,English,USA,R,8000000,2008,5.9,2.35,0
Color,270,108,251,20981633,78256,2351,0,492,English,USA,PG-13,30000000,2008,5.9,2.35,0
Color,157,109,80,13838130,35990,20503,3,157,English,USA,PG-13,40000000,2009,5.9,2.35,0
Color,70,91,48,18438149,30842,222,8,93,English,USA,PG-13,40000000,2012,5.9,2.35,0
Color,144,125,143,49875589,28807,4416,0,273,English,USA,PG-13,58000000,2012,5.9,2.35,0
Color,83,89,7,57011847,20615,3361,2,44,English,USA,PG,40000000,2013,5.9,2.35,0
Color,119,102,167,90835030,28621,5178,0,58,English,USA,PG-13,40000000,2016,5.9,2.35,0
Color,45,114,73,15100000,22797,3444,1,96,English,USA,R,15000000,1984,6,2.35,0
Color,55,128,272,83000000,36587,3888,0,95,English,USA,R,55000000,1994,6,2.35,0
Color,43,117,11000,20101861,24757,2348,0,81,English,USA,PG-13,45000000,1996,6,2.35,0
Color,72,96,0,60154431,122347,3718,1,345,English,USA,PG-13,47000000,1996,6,2.35,0
Color,72,108,610,70450000,77390,2913,2,189,English,USA,R,50000000,1996,6,2.35,0
Color,79,177,0,17593391,56403,4346,1,376,English,USA,R,80000000,1997,6,2.35,0
Color,106,106,208,11146409,26551,6558,0,273,English,USA,R,45000000,1998,6,2.35,0
Color,108,134,272,36976367,81611,1044,3,274,English,USA,PG-13,75000000,1998,6,2.35,0
Color,125,93,11000,37879996,81888,5390,2,254,English,USA,PG-13,48000000,2000,6,2.35,0
Color,93,116,144,69586544,15352,3845,4,199,English,USA,PG-13,27000000,2002,6,2.35,0
Color,152,153,610,40911830,55994,15046,0,454,English,USA,R,115000000,2002,6,2.35,0
Color,144,117,69,116643346,119807,14486,1,340,English,USA,PG-13,80000000,2003,6,2.35,0
Color,220,90,15,64255243,80903,120797,0,518,English,USA,R,19000000,2005,6,2.35,0
Color,158,104,681,62494975,179500,1235,5,378,English,USA,PG-13,85000000,2006,6,2.35,0
Color,151,103,189,7948159,48999,6563,1,280,English,USA,R,35000000,2008,6,2.35,0
Color,139,96,3,48006503,28109,18178,3,110,English,USA,PG,37000000,2008,6,2.35,0
Color,158,160,0,7916887,15697,26982,0,182,English,USA,R,45000000,2008,6,2.35,0
Color,198,101,50,40076438,73368,38809,2,248,English,USA,R,60000000,2008,6,2.35,0
Color,366,150,0,402076689,323207,3218,0,1439,English,USA,PG-13,200000000,2009,6,2.35,0
Color,174,84,260,21283440,46239,8018,0,137,English,USA,PG-13,55000000,2011,6,2.35,0
Color,115,88,15,1243961,13421,3770,0,34,English,USA,R,850000,2012,6,2.35,0
Color,10,113,29,2859955,2417,2681,2,32,English,USA,PG-13,1200000,2013,6,2.35,0
Color,175,111,81,33631221,48559,3784,1,145,English,USA,R,25000000,2014,6,2.35,0
Color,175,111,81,33631221,48562,3784,1,145,English,USA,R,25000000,2014,6,2.35,0
Color,177,92,89,55291815,28041,17860,0,111,English,USA,R,35000000,2016,6,2.35,0
Color,81,115,55,101228120,84424,3454,1,131,English,USA,R,100000000,1996,6.1,2.35,0
Color,195,120,0,101334374,124941,2321,5,488,English,USA,R,24000000,1997,6.1,2.35,0
Color,114,104,0,20241395,42664,5123,0,403,English,USA,R,20000000,1998,6.1,2.35,0
Color,100,108,287,53955614,77415,8610,0,139,English,USA,PG-13,40000000,1998,6.1,2.35,0
Color,92,104,165,46611204,55749,4294,1,257,English,USA,PG-13,48000000,1998,6.1,2.35,0
Color,79,111,17,32940507,54314,16536,1,127,English,USA,R,60000000,1998,6.1,2.35,0
Color,79,111,17,32940507,54316,16537,1,127,English,USA,R,60000000,1998,6.1,2.35,0
Color,125,120,75,140459099,135601,22750,0,493,English,USA,PG-13,75000000,1998,6.1,2.35,0
Color,85,131,43,52799004,28942,19815,0,223,English,USA,PG-13,55000000,1999,6.1,2.35,0
Color,70,115,43,55973336,57040,9082,1,365,English,USA,R,25000000,2000,6.1,2.35,0
Color,237,123,610,215397307,242188,11930,0,1426,English,USA,PG-13,125000000,2000,6.1,2.35,0
Color,123,109,29,10965209,25558,1297,2,221,English,USA,PG-13,30000000,2001,6.1,2.35,0
 Black and White,191,184,0,198539855,254111,5401,0,1999,English,USA,PG-13,140000000,2001,6.1,2.35,0
Color,97,108,72,127214072,83786,4251,1,392,English,USA,PG-13,38000000,2002,6.1,2.35,0
Color,117,104,293,30063805,31788,2109,0,243,English,USA,PG-13,60000000,2002,6.1,2.35,0
Color,110,109,473,26183197,38348,16611,0,135,English,USA,R,36000000,2003,6.1,2.35,0
Color,65,101,3,12189514,30092,829,0,129,English,USA,PG-13,23000000,2004,6.1,2.35,0
Color,65,101,3,12189514,30092,842,0,129,English,USA,PG-13,23000000,2004,6.1,2.35,0
Color,173,101,480,88200225,120795,3943,5,308,English,USA,PG-13,60000000,2004,6.1,2.35,0
Color,434,169,0,200069408,240396,29991,0,2367,English,USA,PG-13,209000000,2006,6.1,2.35,0
Color,37,117,17,49121934,6528,6554,9,32,English,USA,PG-13,13000000,2007,6.1,2.35,0
Color,251,113,129,70083519,149019,24106,2,666,English,USA,PG-13,180000000,2007,6.1,2.35,0
Color,177,103,129,73548,47574,18639,0,209,English,USA,R,15000000,2008,6.1,2.35,0
Color,165,110,119,39263506,40469,2382,1,135,English,USA,PG-13,22000000,2008,6.1,2.35,0
Color,175,111,98,76806312,124501,2978,1,154,English,USA,PG-13,30000000,2008,6.1,2.35,0
Color,148,101,12,80276912,140740,1026,2,151,English,USA,PG-13,35000000,2008,6.1,2.35,0
Color,144,99,163,109993847,72326,12831,0,116,English,USA,PG,80000000,2008,6.1,2.35,0
Color,238,88,218,80170146,243053,21863,0,488,English,USA,PG-13,85000000,2008,6.1,2.35,0
Color,284,135,0,43929341,57873,902,0,414,English,USA,PG,120000000,2008,6.1,2.35,0
Color,225,109,187,214966,28483,1813,0,176,English,USA,R,13000000,2010,6.1,2.35,0
Color,181,101,8,27758465,77987,1292,2,120,English,USA,PG-13,19000000,2010,6.1,2.35,0
Color,218,98,15000,35565975,49205,16827,0,184,English,USA,PG-13,30000000,2011,6.1,2.35,0
Color,176,100,21,13746550,29322,15922,5,104,English,USA,R,2000000,2012,6.1,2.35,0
Color,164,94,19,26049082,76791,1024,3,100,English,USA,R,8000000,2014,6.1,2.35,0
Color,90,100,38,48637684,16979,2800,4,42,English,USA,R,12500000,2014,6.1,2.35,0
Color,101,109,199,9000000,7584,731,8,137,English,USA,X,900000,1970,6.2,2.35,0
Color,96,89,17,12947763,10624,1160,0,125,English,USA,R,5000000,1986,6.2,2.35,0
Color,80,130,323,50016394,106528,2407,1,257,English,USA,PG-13,70000000,1993,6.2,2.35,0
Color,64,116,176,61355436,52136,475,0,184,English,USA,PG-13,68000000,1997,6.2,2.35,0
Color,131,103,9,50041732,54390,3004,0,398,English,USA,R,29000000,1999,6.2,2.35,0
Color,138,113,36,87704396,88132,1302,1,274,English,USA,PG-13,66000000,1999,6.2,2.35,0
Color,163,96,126,95001351,131801,4380,1,548,English,USA,PG-13,18000000,2001,6.2,2.35,0
Color,107,105,65,16991902,34592,1265,0,191,English,USA,R,57000000,2001,6.2,2.35,0
Color,103,103,835,236266,15104,13000,0,290,English,USA,R,3500000,2002,6.2,2.35,0
Color,63,81,176,16033556,37901,361,1,518,English,USA,PG-13,10000000,2002,6.2,2.35,0
Color,138,101,38,43060566,107859,53024,0,569,English,USA,PG-13,60000000,2002,6.2,2.35,0
Color,194,94,116,213079163,162909,2725,2,795,English,USA,PG-13,63000000,2002,6.2,2.35,0
Color,164,102,0,25266129,54346,3592,5,358,English,USA,PG-13,35000000,2004,6.2,2.35,0
Color,117,86,10,45860039,53118,14146,1,221,English,USA,PG-13,56000000,2004,6.2,2.35,0
Color,124,104,101,42071069,36223,1827,1,208,English,USA,PG-13,30000000,2005,6.2,2.35,0
Color,127,100,31,63939454,61321,2968,3,217,English,USA,PG,35000000,2005,6.2,2.35,0
Color,231,98,124,89706988,126746,2287,1,600,English,USA,PG-13,55000000,2005,6.2,2.35,0
Color,132,122,708,6754898,20000,1291,0,188,English,USA,R,12000000,2006,6.2,2.35,0
Color,111,115,272,37442180,28005,52571,1,236,English,USA,PG-13,20000000,2006,6.2,2.35,0
Color,112,110,99,90636983,44021,15170,0,83,English,USA,PG,22000000,2007,6.2,2.35,0
Color,227,92,0,14998070,41170,32875,3,298,English,USA,R,35000000,2007,6.2,2.35,0
Color,162,91,420,140080850,121084,1125,2,221,English,USA,PG-13,140000000,2007,6.2,2.35,0
Color,392,156,0,336530303,383056,46055,0,1902,English,USA,PG-13,258000000,2007,6.2,2.35,0
Color,392,156,0,336530303,383071,46055,0,1902,English,USA,PG-13,258000000,2007,6.2,2.35,0
Color,195,101,40,28687835,40964,3612,1,245,English,USA,R,35000000,2008,6.2,2.35,0
Color,26,97,3,883887,1201,1426,3,14,English,USA,PG,9000000,2009,6.2,2.35,0
Color,167,109,22,13248477,60555,15790,1,174,English,USA,R,27000000,2009,6.2,2.35,0
Color,279,121,295,79948113,186879,13421,0,791,English,USA,PG-13,50000000,2009,6.2,2.35,0
Color,211,125,209,40559930,41727,10623,0,184,English,USA,PG-13,60000000,2009,6.2,2.35,0
Color,119,107,34,57744720,46961,31529,5,132,English,USA,PG-13,20000000,2010,6.2,2.35,0
Color,236,104,420,78009155,110073,3768,5,194,English,USA,PG-13,75000000,2011,6.2,2.35,0
Color,298,109,90,19692608,63548,2073,3,134,English,USA,R,35000000,2013,6.2,2.35,0
Color,146,99,167,134141530,75903,2394,1,109,English,USA,PG-13,25000000,2014,6.2,2.35,0
Color,45,97,96,63408614,75365,14432,1,149,English,USA,R,55000000,1989,6.3,2.35,0
Color,42,111,161,46815748,32544,12161,1,69,English,USA,PG-13,45000000,1994,6.3,2.35,0
Color,59,90,176,108360000,160321,2203,0,178,English,USA,PG-13,30000000,1995,6.3,2.35,0
Color,76,135,317,49994804,29205,164,1,194,English,USA,PG,55000000,1996,6.3,2.35,0
Color,132,106,13000,37754208,172217,22590,3,405,English,USA,PG-13,70000000,1996,6.3,2.35,0
Color,114,113,101,241688385,144053,26239,0,395,English,USA,PG-13,92000000,1996,6.3,2.35,0
Color,84,105,29,126805112,98199,12344,1,169,English,USA,PG-13,46000000,1997,6.3,2.35,0
Color,83,124,105,54910560,88225,38227,0,227,English,USA,R,60000000,1997,6.3,2.35,0
Color,223,116,0,47748610,170179,3090,0,656,English,USA,R,75000000,1997,6.3,2.35,0
Color,120,116,380,40932372,58023,32563,0,281,English,USA,R,70000000,1998,6.3,2.35,0
Color,225,109,763,61280963,79877,2474,1,677,English,USA,R,33000000,2000,6.3,2.35,0
Color,133,104,93,74058698,59232,17109,0,317,English,USA,R,60000000,2001,6.3,2.35,0
Color,202,130,208,202007640,248045,15972,5,890,English,USA,PG-13,98000000,2001,6.3,2.35,0
Color,153,74,58,104354205,162331,5713,3,332,English,USA,R,55000000,2003,6.3,2.35,0
Color,196,119,610,53789313,89816,3637,0,347,English,USA,PG-13,60000000,2003,6.3,2.35,0
Color,91,110,422,19179969,54710,35345,2,177,English,USA,R,17500000,2006,6.3,2.35,0
Color,36,123,6,13391174,5796,908,0,177,English,USA,PG,20000000,2006,6.3,2.35,0
Color,72,108,18,11702090,37700,2785,2,50,English,USA,PG-13,16500000,2007,6.3,2.35,0
Color,119,103,5,22466994,72673,33565,0,166,English,USA,R,25000000,2007,6.3,2.35,0
Color,171,104,96,43097652,59068,3497,2,128,English,USA,PG,28000000,2007,6.3,2.35,0
Color,91,138,78,10269307,53251,17524,0,188,English,USA,R,8000000,2009,6.3,2.35,0
Color,258,89,84,38542418,151424,18132,5,252,English,USA,PG-13,80000000,2009,6.3,2.35,0
Color,113,98,969,389804,11816,2530,0,35,English,USA,Not Rated,65000,2010,6.3,2.35,0
Color,167,102,8,17797316,50523,2961,0,113,English,USA,R,32000000,2010,6.3,2.35,0
Color,247,101,189,98711404,127571,39822,2,207,English,USA,PG-13,55000000,2010,6.3,2.35,0
Color,136,97,31,6923891,43867,5519,4,83,English,USA,R,23000000,2011,6.3,2.35,0
Color,162,95,24,65804,32512,27575,1,86,English,USA,R,12000000,2012,6.3,2.35,0
Color,234,100,64,63536011,34258,19420,2,178,English,USA,PG-13,30000000,2012,6.3,2.35,0
Color,172,108,79,24984868,50056,3033,2,152,English,USA,R,15000000,2014,6.3,2.35,0
Color,98,104,19,23393765,31323,18760,0,76,English,USA,PG-13,20000000,2014,6.3,2.35,0
Color,214,115,214,12626905,32567,27214,3,106,English,USA,R,20000000,2016,6.3,2.35,0
Color,134,143,338,82300000,63330,16007,2,405,English,USA,PG,35000000,1979,6.4,2.35,0
Color,50,102,4,2000000,1275,1262,0,27,English,USA,PG,17000000,1981,6.4,2.35,0
Color,96,96,170,150415432,117606,15662,0,217,English,USA,R,44000000,1985,6.4,2.35,0
Color,50,100,12000,153665036,84824,4121,1,95,English,USA,R,28000000,1987,6.4,2.35,0
Color,210,145,21000,55473600,207686,1543,0,776,English,USA,R,50000000,1992,6.4,2.35,0
Color,74,124,212,84049211,96096,15229,1,172,English,USA,R,70000000,1993,6.4,2.35,0
Color,53,123,226,104632573,63839,5975,1,118,English,USA,PG,32000000,1996,6.4,2.35,0
Color,60,133,53,68750000,40858,2916,0,144,English,USA,R,55000000,1996,6.4,2.35,0
Color,60,103,357,51317350,78343,2710,0,139,English,USA,PG-13,57000000,1996,6.4,2.35,0
Color,142,124,249,172620724,146134,23603,1,393,English,USA,R,85000000,1997,6.4,2.35,0
Color,70,100,57,10114315,18693,582,0,187,English,USA,PG-13,25000000,1999,6.4,2.35,0
Color,129,105,78,116735231,56646,2129,0,336,English,USA,R,70000000,1999,6.4,2.35,0
 Black and White,169,130,16000,90454043,60165,17771,1,326,English,USA,PG-13,65000000,2000,6.4,2.35,0
Color,231,130,249,182618434,133076,2684,0,779,English,USA,PG-13,140000000,2000,6.4,2.35,0
Color,131,106,212,59068786,86902,2544,2,411,English,USA,PG-13,40000000,2001,6.4,2.35,0
Color,172,116,53,43119879,58450,31224,0,842,English,USA,PG-13,60000000,2002,6.4,2.35,0
Color,176,124,31,118471320,86504,12556,0,568,English,USA,PG-13,68000000,2002,6.4,2.35,0
Color,280,109,84,150350192,305340,1769,0,1676,English,USA,R,200000000,2003,6.4,2.35,0
Color,198,125,0,125531634,284852,19359,0,627,English,USA,PG-13,110000000,2004,6.4,2.35,0
Color,168,134,38,19377727,35140,24351,3,409,English,USA,PG-13,45000000,2005,6.4,2.35,0
Color,134,113,88,158115031,130070,13693,11,316,English,USA,PG-13,82000000,2005,6.4,2.35,0
Color,265,108,192,41777564,129719,4500,0,855,English,USA,R,15000000,2006,6.4,2.35,0
Color,99,112,61,38360195,21215,3757,1,116,English,USA,PG-13,45000000,2006,6.4,2.35,0
Color,115,139,179,4584886,19114,538,0,115,English,USA,R,45000000,2007,6.4,2.35,0
Color,242,129,0,25517500,40941,4264,1,320,English,USA,PG-13,25100000,2008,6.4,2.35,0
Color,230,111,545,36064910,166610,28643,4,211,English,USA,R,45000000,2008,6.4,2.35,0
Color,318,102,532,227946274,343648,21584,0,590,English,USA,PG-13,150000000,2008,6.4,2.35,0
Color,191,102,23,64149837,146899,7009,1,185,English,USA,PG-13,20000000,2009,6.4,2.35,0
Color,235,99,160,38105077,58349,701,0,194,English,USA,R,40000000,2009,6.4,2.35,0
Color,267,106,12000,65452312,149998,19906,1,285,English,USA,R,100000000,2009,6.4,2.35,0
Color,155,97,7,2711210,40305,10517,1,86,English,USA,R,5000000,2010,6.4,2.35,0
Color,180,104,14,31584722,101730,5707,1,131,English,USA,R,20000000,2010,6.4,2.35,0
Color,213,97,41,23527955,74691,12841,1,165,English,USA,PG-13,25000000,2010,6.4,2.35,0
Color,226,93,31,238371987,138661,4628,2,173,English,USA,PG,165000000,2010,6.4,2.35,0
Color,286,90,25,318622,24668,1734,0,175,English,USA,R,270000,2012,6.4,2.35,0
Color,62,101,6,6643,11965,4184,2,39,English,USA,R,900000,2012,6.4,2.35,0
Color,88,94,42,49002815,15665,3153,2,35,English,USA,PG,22000000,2012,6.4,2.35,0
Color,168,105,31,30659817,59805,1006,10,95,English,USA,PG-13,26000000,2013,6.4,2.35,0
Color,159,101,107,131536019,58498,1031,0,99,English,USA,G,103000000,2014,6.4,2.35,0
Color,191,109,14,31990064,63390,2753,2,160,English,USA,PG-13,12000000,2015,6.4,2.35,0
Color,177,106,16,22331028,57349,1819,0,177,English,USA,PG-13,12000000,2015,6.4,2.35,0
Color,129,100,10,20566327,15385,2958,2,84,English,USA,R,15000000,2016,6.4,2.35,0
Color,83,114,9,30050028,42987,2484,1,201,English,USA,R,17000000,1989,6.5,2.35,0
Color,43,141,79,100768056,59569,30063,0,89,English,USA,PG-13,45000000,1993,6.5,2.35,0
Color,69,115,39,29753944,90677,14275,3,389,English,USA,R,20000000,1998,6.5,2.35,0
Color,113,137,0,35168395,26034,25469,0,226,English,USA,PG-13,50000000,1999,6.5,2.35,0
Color,100,126,226,34098563,27191,13406,1,232,English,USA,R,55000000,1999,6.5,2.35,0
Color,175,127,57,101643008,218341,29069,1,498,English,USA,PG-13,90000000,2000,6.5,2.35,0
Color,127,100,122,373967,43839,469,0,481,English,USA,R,1500000,2001,6.5,2.35,0
Color,166,99,57,69772969,155532,25942,4,543,English,USA,R,80000000,2001,6.5,2.35,0
Color,166,119,89,35228696,63677,1651,0,460,English,USA,PG-13,32000000,2002,6.5,2.35,0
Color,167,91,50,66790248,57281,758,0,350,English,USA,R,45000000,2002,6.5,2.35,0
Color,54,127,258,4426297,22570,12947,2,156,English,USA,R,35000000,2003,6.5,2.35,0
Color,224,85,0,57859105,94108,1090,0,673,English,USA,PG-13,26000000,2005,6.5,2.35,0
 Black and White,193,104,34,47806295,87447,1274,0,371,English,USA,PG-13,43000000,2005,6.5,2.35,0
Color,233,126,218,186336103,348861,22722,2,798,English,USA,PG-13,120000000,2005,6.5,2.35,0
Color,107,104,98,65269010,90938,21380,0,271,English,USA,PG-13,12000000,2006,6.5,2.35,0
Color,241,130,386,103338338,55901,2856,0,503,English,USA,PG-13,70000000,2006,6.5,2.35,0
Color,206,108,750,197992827,132501,70996,0,548,English,USA,PG,100000000,2006,6.5,2.35,0
Color,133,84,8,14373825,63216,6954,0,196,English,USA,R,8600000,2007,6.5,2.35,0
Color,118,90,27,7871693,52908,15494,0,102,English,USA,PG,55000000,2008,6.5,2.35,0
Color,144,96,17,1474508,33473,4607,4,88,English,USA,R,5000000,2009,6.5,2.35,0
Color,245,118,670,25450527,80196,7654,0,190,English,USA,R,50000000,2009,6.5,2.35,0
Color,219,94,11,198332128,114553,2579,2,187,English,USA,PG,175000000,2009,6.5,2.35,0
Color,215,98,53,18469,34263,1038,1,141,English,USA,R,650000,2010,6.5,2.35,0
Color,308,101,42,39103378,93272,2609,0,251,English,USA,R,20000000,2010,6.5,2.35,0
Color,212,107,50,30993544,58871,621,0,156,English,USA,PG-13,40000000,2010,6.5,2.35,0
Color,117,99,23,31136950,47364,1066,1,75,English,USA,PG-13,44000000,2010,6.5,2.35,0
Color,270,109,175,66489425,101977,26625,3,161,English,USA,R,25000000,2012,6.5,2.35,0
Color,125,107,42,20113965,15231,1702,3,66,English,USA,PG,40000000,2012,6.5,2.35,0
Color,217,118,76,10880926,54147,4253,2,127,English,USA,R,30000000,2013,6.5,2.35,0
Color,161,102,0,25277561,21672,5592,10,93,English,USA,R,12000000,2014,6.5,2.35,0
Color,110,105,12000,76400000,58743,14762,1,192,English,USA,PG,17000000,1984,6.6,2.35,0
Color,63,125,0,45645204,39306,1748,2,119,English,USA,R,30000000,1989,6.6,2.35,0
Color,49,115,541,61490000,62037,10493,5,148,English,USA,R,26000000,1990,6.6,2.35,0
Color,98,118,18,75668868,60504,6427,0,249,English,USA,PG,35000000,1994,6.6,2.35,0
Color,40,212,759,25052000,35314,5708,0,145,English,USA,PG-13,63000000,1994,6.6,2.35,0
Color,56,98,10,16115878,24438,13433,0,194,English,USA,R,8000000,1995,6.6,2.35,0
Color,57,123,36,32051917,42315,12338,0,140,English,USA,R,20000000,1995,6.6,2.35,0
Color,83,115,39,60491560,50653,14322,1,143,English,USA,R,27000000,1997,6.6,2.35,0
Color,141,127,503,129734803,127497,6171,2,287,English,USA,R,140000000,1998,6.6,2.35,0
Color,199,95,116,205399422,181225,47203,1,784,English,USA,PG-13,33000000,1999,6.6,2.35,0
